AMG,29,-0.1,0.1,145.710007,144.600006
AMZN,29,-0.3,0.3,283.0,272.76001
AAPL,29,-0.1,0.1,456.999992,456.830002
BAC,29,0,0,11.49,11.38
BA,29,-0.1,0.1,74.419998,74.589996
BSX,29,-0.4,0.4,7.12,7.31
CHK,29,-0.8,0.8,21.010001,20.109996
CVX,29,0,0,117.07,116.449997
CME,29,0.2,0.2,58.060001,58.119999
GLW,29,0.2,0.6,12.25,12.0
DHI,29,-0.1,0.1,23.540001,23.059999
DHR,29,0.3,0.3,60.830005,59.999999
DD,29,0.2,0.2,47.839998,47.63
F,29,0.2,0.2,13.01,12.93
GS,29,0.1,0.1,146.809998,147.149994
HOG,29,-0.6,0.6,53.720001,53.0
HES,29,-0.5,0.5,67.620003,67.879997
IP,29,0,0,41.590005,41.769999
MET,29,-0.3,0.3,37.650002,37.25
MSFT,29,0.4,0.4,28.01,27.85
MCO,29,-0.1,772.4,54.869999,54.919998
MS,29,0.7,0.7,22.360001,22.98
NDAQ,29,0.6,0.6,27.83,27.969999
PH,29,-0.5,0.5,94.099998,93.279999
PFE,29,0.1,0.1,27.530001,27.51
STT,29,0.2,0.2,56.049999,55.919998
TROW,29,0.1,0.1,71.330002,70.959999
BK,29,-0.9,0.9,27.15,27.309999
VLO,29,-0.6,0.6,44.250001,43.75
VRTX,29,0.1,0.1,46.509998,44.650002
YHOO,29,0,0,19.92,20.120001
ABT,30,0,0,33.16,33.880001
ABBV,30,-0.2,0.2,36.84,36.689999
AMZN,30,0,0,271.040009,265.5
AMP,30,0,0,66.860001,66.32
AAPL,30,-0.8,0.8,456.980019,455.489998
ADP,30,0.5,0.5,59.330001,59.289997
AVY,30,0,0,38.450001,38.509998
BA,30,0,0,74.5,73.870003
CAH,30,0.1,0.1,44.66,43.810001
CHK,30,-0.6,0.6,20.120006,20.180002
C,30,-0.5,0.5,41.880001,42.16
CTXS,30,0,0,75.290001,73.160004
COP,30,0.5,0.5,59.200001,58.0
EA,30,-0.7,0.7,14.63,15.73
ETR,30,0,0,64.459999,64.599998
XOM,30,0.2,0.2,90.690002,89.970001
FB,30,-0.4,0.4,29.15,30.98
FE,30,0,0,40.099998,40.490002
GM,30,0,0,27.799999,28.09
HES,30,-0.7,0.7,65.720001,67.160004
JNJ,30,0.5,0.5,74.080002,73.919998
KMI,30,0.3,0.3,37.849998,37.459999
LLY,30,0.1,0.1,54.07,53.689999
MPC,30,0.4,0.4,72.690002,74.209999
MCO,30,-0.8,29.6,54.799999,54.82
MS,30,-0.5,0.5,22.799999,22.85
NFLX,30,0,0,167.100006,165.240004
PSX,30,0.1,0.1,60.369999,60.57
PXD,30,-0.4,0.4,115.199997,117.540001
QCOM,30,-0.2,0.2,67.089996,66.019997
ROK,30,-0.7,0.7,87.989998,89.190002
SWKS,30,-0.2,0.2,24.290001,23.940001
UPS,30,0.1,0.1,79.75,79.290001
WMT,30,-0.6,0.6,69.690002,69.949997
AET,31,-0.6,0.6,48.740002,48.48
ADS,31,0.8,0.8,159.380005,156.75
AAPL,31,-0.2,0.2,459.110001,453.619995
AN,31,-0.4,0.4,48.919998,47.580002
BAC,31,-0.7,0.7,11.41,11.71
BLK,31,0,0,234.639999,236.889999
BA,31,-0.5,0.5,74.489998,74.870003
CBS,31,-0.6,0.6,42.099998,42.41
CHK,31,0.1,8.2,20.310002,20.330001
CB,31,0,0,86.089996,85.589996
C,31,0.2,0.2,42.48,43.02
CL,31,-0.1,0.1,108.839996,109.839996
COP,31,-0.1,0.1,58.470001,58.82
DHI,31,0.3,0.3,23.860001,23.35
DAL,31,0.2,0.2,13.97,13.82
DOW,31,-0.5,0.5,32.25,32.59
FB,31,0,0,31.01,29.73
GE,31,0.4,0.4,22.43,22.620001
GM,31,0.1,0.1,28.389999,28.17
GS,31,-0.5,0.5,148.509995,149.899994
HAR,31,0,0,45.130001,45.290001
INTC,31,0.2,0.2,21.190001,21.360001
IVZ,31,-0.3,0.3,27.18,27.77
JNJ,31,0,0,74.139999,74.18
JPM,31,-0.1,0.1,47.400002,47.849998
LMT,31,0,0,87.519997,87.220001
MA,31,-0.1,0.1,520.810013,518.709984
MCK,31,0,0,103.480003,103.190002
MJN,31,0.1,0.1,75.389999,75.050003
MSFT,31,-0.8,0.8,27.67,27.93
MCO,31,-0.5,0.5,55.23,55.349998
MS,31,-0.4,0.4,23.040001,23.51
NDAQ,31,-0.1,0.1,28.620001,28.639999
OXY,31,-0.2,0.2,88.510007,87.679997
PKI,31,-0.2,0.2,35.240002,33.740002
PFE,31,0,0,27.58,27.629999
PHM,31,-0.2,0.2,20.84,20.35
QCOM,31,0,0,66.400002,66.730003
SWKS,31,0,0,24.26,24.33
SO,31,0,0,44.290001,44.009998
TGT,31,0,0,60.939999,61.150002
KO,31,-0.5,0.5,37.540001,37.540001
HSY,31,-0.5,1,80.0,80.139999
TMO,31,0.4,0.4,72.800003,74.779999
TWX,31,0.5,0.5,50.769997,50.880001
UA,31,-0.2,1.4,51.240002,50.5
UPS,31,-0.2,0.2,79.199997,79.970001
VIAB,31,-0.7,0.7,60.23,60.540001
WMT,31,-0.4,2,70.110001,70.489998
WHR,31,-0.8,0.8,114.650002,112.739998
WYNN,31,-0.6,0.6,123.989998,126.370003
BLK,34,-0.4,0.4,232.169998,234.479996
BA,34,0,0,74.290001,75.209999
APC,35,0,0,81.370003,82.599998
AAPL,35,-0.6,1.3,444.050003,457.840012
BAC,35,0.2,0.2,11.59,11.88
BA,35,-0.6,0.6,75.690002,75.889999
CI,35,-0.3,2.8,60.330002,60.380001
C,35,0,0.4,42.419998,42.919998
EW,35,-0.2,0.2,89.660004,86.75
ETR,35,-0.1,0.1,64.57,64.980003
XOM,35,0,0,89.879997,89.739998
GGP,35,0.2,0.2,20.67,20.209999
GILD,35,-0.3,0.3,40.150002,40.540001
GS,35,-0.3,0.3,148.350006,150.449997
HIG,35,-0.3,0.3,25.33,24.389999
HUM,35,-0.1,0.1,79.25,80.629997
IBM,35,-0.2,0.2,204.309998,202.789993
JPM,35,-0.2,0.2,47.939999,48.790001
MCO,35,0.2,0.2,50.02,45.09
AGN,36,0,0,86.410004,87.07
APC,36,-0.3,0.3,82.260002,83.699997
ADM,36,0,0,29.35,30.370001
BAC,36,0.5,0.5,11.73,11.93
BDX,36,0.3,0.3,87.449997,87.879997
BA,36,-0.8,0.8,75.470001,76.290001
CAH,36,-0.2,0.2,44.700001,44.200001
CNC,36,0.8,0.8,44.5,45.139999
CMG,36,0,0,305.0,322.459991
C,36,-0.1,0.1,42.52,43.049999
CME,36,-0.5,0.5,56.939999,56.73
DLPH,36,-0.8,0.8,39.080002,38.599998
DO,36,0.1,0.1,73.620003,74.029999
DUK,36,0.3,0.3,68.75,69.110001
ETN,36,-0.2,0.2,59.400002,59.650002
EW,36,0,0,86.150002,86.800003
EMR,36,-0.7,0.7,56.619999,57.439999
EQR,36,0.5,0.5,54.169998,55.23
EL,36,0,0,64.25,63.330002
EXPE,36,-0.5,0.5,66.410004,65.699997
FB,36,0,0,28.74,29.049999
GM,36,-0.2,0.2,28.35,28.52
GS,36,0,0,149.75,151.119995
HCA,36,0.1,0.1,37.41,37.18
HON,36,-0.1,0.1,69.529999,69.919998
HPQ,36,0.4,0.4,17.01,16.69
ICE,36,-0.4,0.4,142.369995,145.220001
IBM,36,0.1,0.5,200.389999,201.020004
K,36,-0.3,0.3,58.610001,58.990002
MA,36,0.1,0.1,520.149994,523.549995
MRK,36,0.1,0.1,41.349998,41.09
MCO,36,-0.5,1,46.959999,47.490002
NFLX,36,0.1,0.1,175.0,184.410002
PX,36,0.4,0.4,110.309998,110.790001
DIS,36,0.4,0.4,55.400002,54.52
YUM,36,0.1,0.1,61.310001,62.93
AET,37,-0.1,0.1,49.639999,49.66
AKAM,37,-0.2,0.2,33.799999,35.259998
ALL,37,0,0,45.669998,45.060001
AMZN,37,0,0.6,264.100006,260.230011
AAPL,37,0.1,0.1,463.250015,468.220009
BAC,37,-0.2,0.2,11.97,11.84
BIIB,37,-0.3,0.3,161.539993,160.300003
BA,37,-0.4,0.4,76.32,77.43
CBG,37,-0.2,0.2,23.549999,23.809999
CMI,37,-0.5,0.5,119.849998,118.959999
CVS,37,-0.4,0.4,51.32,51.189999
FB,37,0,0,29.110001,28.65
GE,37,-0.5,0.5,22.5,22.48
HAS,37,0.4,0.4,38.990002,38.720001
HD,37,0,0,66.650002,66.309998
ICE,37,-0.2,0.2,145.009995,148.949997
JNJ,37,-0.7,0.7,74.82,75.059998
JPM,37,-0.7,0.7,48.650002,48.23
LM,37,-0.3,0.3,27.360001,27.16
MRO,37,-0.2,0.2,34.200001,34.0
MCD,37,-0.4,0.4,95.029999,94.629997
MSFT,37,-0.6,0.6,27.35,27.280001
NDAQ,37,0.4,0.4,28.969999,29.26
RL,37,0.4,0.4,174.139999,178.059998
PLD,37,0,0,39.919998,39.419998
COL,37,0,0,59.349998,60.18
DIS,37,0.4,0.4,54.07,54.360001
TWX,37,-0.2,0.2,51.999993,52.359996
V,37,0.1,0.1,158.979996,157.059998
ATVI,38,0,0,13.2,13.41
AIG,38,0.8,0.8,38.759998,38.790001
AMGN,38,-0.3,0.3,85.610001,86.769997
AAPL,38,-0.3,0.3,474.000008,474.980003
BAC,38,0.1,0.1,11.86,11.76
BA,38,0.2,0.2,77.239998,76.559998
SCHW,38,0,0,17.18,16.889999
CI,38,0,0,61.700001,61.93
CTSH,38,-0.6,0.6,78.980003,78.730003
DOW,38,-0.6,0.6,32.32,32.419998
EXC,38,-0.6,0.6,31.34,31.08
XOM,38,-0.2,0.2,88.5,88.610001
GE,38,0,0,22.5,22.5
MRK,38,0,0,41.060001,41.18
MCHP,38,0,0,37.0,36.389999
MSFT,38,-0.7,0.7,27.35,27.549999
MCO,38,-0.7,0.7,45.279999,43.369999
MS,38,-0.1,0.1,23.08,23.32
MSI,38,-0.7,0.7,60.200001,60.299999
NBL,38,-0.2,0.2,113.989998,115.360001
STI,38,-0.5,0.5,28.870001,29.25
WMB,38,-0.6,0.6,35.84,36.0
AAPL,41,0.1,0.1,476.499985,479.930023
BA,41,0.5,0.5,76.419998,75.870003
F,41,0,0,13.06,13.11
AAPL,42,0.2,0.2,479.509987,467.900002
BA,42,0.3,0.3,76.059998,75.989998
CCL,42,-0.5,0.5,38.93,39.02
CELG,42,-0.2,0.2,100.0,98.959999
CL,42,0.1,0.1,108.400002,108.050003
GM,42,-0.1,0.1,28.43,28.549999
GS,42,0.2,0.2,152.479996,154.110001
HD,42,0,0,66.699997,67.32
HPQ,42,0,0,16.839999,17.1
LLY,42,0.2,0.2,53.740002,53.799999
L,42,0,0,43.5,43.650002
NDAQ,42,0.4,0.4,31.33,30.549999
NFLX,42,0.3,0.3,180.659996,177.950001
NLSN,42,0,0,32.860001,33.259998
REGN,42,-0.6,0.6,170.130005,168.179993
BK,42,-0.2,0.2,27.76,27.9
VIAB,42,0.5,0.5,58.919998,59.119999
YUM,42,0.5,0.5,64.580002,64.75
AAPL,43,-0.7,0.7,467.209999,467.009995
BAC,43,0,0,12.35,12.17
BLK,43,-0.6,0.6,240.199997,242.520004
BA,43,-0.4,0.4,75.669998,74.779999
BSX,43,0.3,0.3,7.6,7.45
BMY,43,-0.5,0.5,36.490002,36.119999
OMC,43,-0.5,0.5,56.200001,56.700001
QCOM,43,0,0,66.199997,65.449997
STJ,43,0,0,42.75,42.84
TROW,43,-0.9,0.9,74.199997,74.209999
BK,43,0.1,0.1,27.959999,28.17
KO,43,0,0,37.669998,37.209999
WFC,43,-0.5,0.5,35.450001,35.130001
WU,43,0,0,13.93,14.17
YHOO,43,-0.3,0.3,21.15,21.15
ADBE,44,0,0,38.700001,38.610001
AMZN,44,-0.3,0.3,267.369995,269.23999
AAPL,44,0,0,464.520004,466.590012
AMAT,44,-0.4,0.4,13.86,13.89
BAC,44,0.4,0.4,12.09,12.13
BBY,44,0.7,0.7,15.05,15.71
BLK,44,-0.7,0.7,242.369995,245.570007
BA,44,0.2,0.2,74.690002,74.93
CCL,44,0,0,37.029999,37.349998
CTL,44,-0.1,0.1,33.970001,32.27
CVX,44,0,0,115.160004,115.709999
CSCO,44,0,0,20.879999,20.99
C,44,0,0,43.830002,44.32
CMCSA,44,-0.8,0.8,40.389999,40.34
DE,44,-0.5,0.5,90.459999,90.57
DAL,44,0,0,14.6,14.24
DPS,44,-0.8,2.5,42.709999,42.799999
DUK,44,0.2,0.2,68.019997,68.0
EOG,44,-0.6,0.6,138.070007,133.330002
XOM,44,0.7,0.7,88.339996,88.519997
FB,44,0.2,0.2,28.02,28.5
GE,44,-0.8,0.8,23.25,23.41
GM,44,0.1,0.1,28.74,27.75
GS,44,0.5,0.5,153.839996,155.929993
HES,44,-0.2,0.2,67.760002,68.349998
JNJ,44,-0.2,0.2,75.5,75.809998
JPM,44,-0.4,0.4,48.400002,49.220001
LM,44,0.3,0.3,27.83,27.84
MA,44,-0.8,0.8,516.150017,522.159996
MET,44,0,0,37.040001,36.689999
MSFT,44,-0.8,0.8,27.92,28.040001
MDLZ,44,-0.4,0.4,26.690001,26.57
MS,44,-0.7,0.7,23.530001,23.83
NTAP,44,-0.4,0.4,34.990002,35.860001
NVDA,44,-0.4,0.4,12.2,12.73
TWX,44,0,0,52.64,53.629995
V,44,-0.8,0.8,154.600006,155.979996
WFC,44,-0.3,0.3,35.02,35.209999
WU,44,-0.2,0.2,14.34,14.14
WFM,44,-0.2,0.2,89.699997,87.5
APA,45,-0.1,0.1,80.080002,76.849998
AAPL,45,-0.4,0.4,468.849983,460.160011
AMAT,45,-0.3,0.3,13.83,13.74
T,45,0,0,35.32,35.360001
BLK,45,-0.2,0.2,246.75,242.949997
BA,45,0,0,75.260002,75.029999
BWA,45,0,0,75.209999,76.110001
CAH,45,-0.1,0.1,46.049999,46.700001
CCL,45,-0.4,0.4,37.200001,36.919998
SCHW,45,0,0,16.959999,16.9
CVX,45,0.6,0.6,115.5,114.959999
CSCO,45,0,0,20.940001,20.99
COH,45,-0.6,0.6,48.360001,48.400002
STZ,45,0.1,0.1,43.200001,43.389999
COST,45,-0.7,2.2,101.790001,102.169998
DAL,45,0,0,14.37,14.45
DISCA,45,-0.8,0.8,71.160001,70.299998
DISCK,45,-0.8,0.8,63.259998,63.009998
EBAY,45,0.1,0.1,56.809999,56.699997
F,45,0,0,13.14,13.02
GM,45,-0.7,0.7,27.59,27.76
JPM,45,-0.3,0.3,49.349998,48.880001
MRK,45,-0.9,8.2,41.459999,41.419998
MET,45,0,0,36.950001,36.439999
TAP,45,-0.6,0.6,44.080002,43.529999
MCO,45,-0.7,0.7,46.16,46.799999
MS,45,-0.1,0.1,23.879999,23.870001
NFLX,45,-0.8,0.8,188.570004,189.509998
NVDA,45,-0.3,0.3,12.7,12.73
PEP,45,0,0,72.489998,73.68
PFE,45,-0.5,0.5,27.15,27.290001
RL,45,0.8,0.8,175.820007,176.070007
REGN,45,-0.6,6,168.0,164.929993
KO,45,-0.4,0.4,36.939999,37.419998
DIS,45,-0.4,0.4,55.049999,55.610001
TIF,45,-0.7,2.2,63.790001,64.779999
TRIP,45,0.2,0.2,43.599998,44.419998
ULTA,45,0.5,0.5,88.32,87.959999
BA,49,0.4,0.4,74.989998,74.650002
CCL,49,-0.5,0.5,36.650002,36.509998
NKE,49,0,0,54.889999,54.470001
RTN,49,0.5,0.5,54.029999,54.290001
ACN,50,0.4,0.4,75.400002,75.0
AAPL,50,-0.2,0.2,457.689995,448.850006
BAC,50,0,0,12.18,11.8
BA,50,-0.2,0.2,75.639999,74.779999
CBS,50,-0.1,0.1,44.75,43.82
